respondent,democrat,republican,independent,democrat_noleaners,democrat_leaners,republican_leaners,probe,congenial,response_probe,question,condition,correct
635,1.0,0.0,0.0,,1.0,0.0,closed,1.0,0.0,aca2,mc,0
635,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,0
635,1.0,0.0,0.0,,1.0,0.0,closed,0.0,0.0,dt,mc,0
638,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
638,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
638,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
638,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,0.0,dt,mc,0
639,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,0
639,1.0,0.0,0.0,,1.0,0.0,closed,1.0,0.0,aca2,mc,0
639,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,0
639,1.0,0.0,0.0,,1.0,0.0,closed,0.0,1.0,dt,mc,1
642,0.0,0.0,1.0,,,,closed,,,aca,mc,0
642,0.0,0.0,1.0,,,,closed,,0.0,aca2,mc,0
642,0.0,0.0,1.0,,,,closed,,,gg,mc,0
642,0.0,0.0,1.0,,,,closed,,1.0,dt,mc,1
644,0.0,0.0,1.0,,,,open,,,aca,mc,0
644,0.0,0.0,1.0,,,,open,,0.0,aca2,mc,0
644,0.0,0.0,1.0,,,,open,,,gg,mc,0
644,0.0,0.0,1.0,,,,open,,1.0,dt,mc,1
647,0.0,0.0,1.0,,,,open,,,aca,mc,0
647,0.0,0.0,1.0,,,,open,,0.0,aca2,mc,0
647,0.0,0.0,1.0,,,,open,,,gg,mc,0
647,0.0,0.0,1.0,,,,open,,0.0,dt,mc,0
648,0.0,0.0,1.0,,,,closed,,,aca,mc,0
648,0.0,0.0,1.0,,,,closed,,0.0,aca2,mc,0
648,0.0,0.0,1.0,,,,closed,,,gg,mc,0
648,0.0,0.0,1.0,,,,closed,,1.0,dt,mc,1
649,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
649,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
649,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
649,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
650,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
650,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
650,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
650,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,0.0,dt,mc,0
651,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,1
651,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
651,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,0
651,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
652,0.0,0.0,1.0,,,,closed,,,aca,mc,0
652,0.0,0.0,1.0,,,,closed,,1.0,aca2,mc,1
652,0.0,0.0,1.0,,,,closed,,,gg,mc,0
652,0.0,0.0,1.0,,,,closed,,0.0,dt,mc,0
654,0.0,0.0,1.0,,,,closed,,,aca,mc,1
654,0.0,0.0,1.0,,,,closed,,0.0,aca2,mc,0
654,0.0,0.0,1.0,,,,closed,,,gg,mc,1
654,0.0,0.0,1.0,,,,closed,,1.0,dt,mc,1
655,0.0,0.0,1.0,,0.0,0.0,open,0.0,,aca,mc,1
655,0.0,0.0,1.0,,0.0,0.0,open,0.0,1.0,aca2,mc,1
655,0.0,0.0,1.0,,0.0,0.0,open,0.0,,gg,mc,1
655,0.0,0.0,1.0,,0.0,0.0,open,1.0,1.0,dt,mc,1
657,1.0,0.0,0.0,,1.0,0.0,open,1.0,,aca,mc,0
657,1.0,0.0,0.0,,1.0,0.0,open,1.0,0.0,aca2,mc,0
657,1.0,0.0,0.0,,1.0,0.0,open,1.0,,gg,mc,0
657,1.0,0.0,0.0,,1.0,0.0,open,0.0,1.0,dt,mc,1
659,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,1
659,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
659,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,0
659,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,0.0,dt,mc,0
660,0.0,0.0,1.0,,,,closed,,,aca,mc,0
660,0.0,0.0,1.0,,,,closed,,0.0,aca2,mc,0
660,0.0,0.0,1.0,,,,closed,,,gg,mc,0
660,0.0,0.0,1.0,,,,closed,,1.0,dt,mc,1
661,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,1
661,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
661,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,0
661,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
662,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
662,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
662,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
662,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
663,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,aca,mc,0
663,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,0.0,aca2,mc,0
663,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,gg,mc,0
663,0.0,1.0,0.0,0.0,0.0,1.0,open,1.0,0.0,dt,mc,0
664,,,,,0.0,1.0,open,0.0,,aca,mc,1
664,,,,,0.0,1.0,open,0.0,0.0,aca2,mc,0
664,,,,,0.0,1.0,open,0.0,,gg,mc,1
664,,,,,0.0,1.0,open,1.0,1.0,dt,mc,1
667,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,1
667,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,1.0,aca2,mc,1
667,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,1
667,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
669,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,0
669,1.0,0.0,0.0,,1.0,0.0,closed,1.0,0.0,aca2,mc,0
669,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,0
669,1.0,0.0,0.0,,1.0,0.0,closed,0.0,0.0,dt,mc,0
676,0.0,0.0,1.0,,,,closed,,,aca,mc,0
676,0.0,0.0,1.0,,,,closed,,0.0,aca2,mc,0
676,0.0,0.0,1.0,,,,closed,,,gg,mc,0
676,0.0,0.0,1.0,,,,closed,,1.0,dt,mc,1
677,0.0,0.0,1.0,,0.0,0.0,closed,0.0,,aca,mc,0
677,0.0,0.0,1.0,,0.0,0.0,closed,0.0,0.0,aca2,mc,0
677,0.0,0.0,1.0,,0.0,0.0,closed,0.0,,gg,mc,0
677,0.0,0.0,1.0,,0.0,0.0,closed,1.0,0.0,dt,mc,0
679,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
679,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
679,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,0
679,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
680,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,aca,mc,0
680,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,0.0,aca2,mc,0
680,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,gg,mc,0
680,0.0,1.0,0.0,0.0,0.0,1.0,open,1.0,1.0,dt,mc,1
683,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,1
683,1.0,0.0,0.0,,1.0,0.0,closed,1.0,1.0,aca2,mc,1
683,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,1
683,1.0,0.0,0.0,,1.0,0.0,closed,0.0,1.0,dt,mc,1
684,0.0,0.0,1.0,,,,closed,,,aca,mc,0
684,0.0,0.0,1.0,,,,closed,,0.0,aca2,mc,0
684,0.0,0.0,1.0,,,,closed,,,gg,mc,1
684,0.0,0.0,1.0,,,,closed,,1.0,dt,mc,1
685,1.0,0.0,0.0,,1.0,0.0,open,1.0,,aca,mc,1
685,1.0,0.0,0.0,,1.0,0.0,open,1.0,1.0,aca2,mc,1
685,1.0,0.0,0.0,,1.0,0.0,open,1.0,,gg,mc,0
685,1.0,0.0,0.0,,1.0,0.0,open,0.0,1.0,dt,mc,1
687,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,1
687,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
687,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,1
687,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
688,0.0,0.0,1.0,,,,closed,,,aca,mc,0
688,0.0,0.0,1.0,,,,closed,,0.0,aca2,mc,0
688,0.0,0.0,1.0,,,,closed,,,gg,mc,0
688,0.0,0.0,1.0,,,,closed,,1.0,dt,mc,1
690,,,,,0.0,1.0,closed,0.0,,aca,mc,1
690,,,,,0.0,1.0,closed,0.0,1.0,aca2,mc,1
690,,,,,0.0,1.0,closed,0.0,,gg,mc,1
690,,,,,0.0,1.0,closed,1.0,1.0,dt,mc,1
692,,,,,0.0,1.0,closed,0.0,,aca,mc,1
692,,,,,0.0,1.0,closed,0.0,1.0,aca2,mc,1
692,,,,,0.0,1.0,closed,0.0,,gg,mc,0
692,,,,,0.0,1.0,closed,1.0,1.0,dt,mc,1
695,,,,,0.0,1.0,closed,0.0,,aca,mc,1
695,,,,,0.0,1.0,closed,0.0,0.0,aca2,mc,0
695,,,,,0.0,1.0,closed,0.0,,gg,mc,1
695,,,,,0.0,1.0,closed,1.0,1.0,dt,mc,1
697,1.0,0.0,0.0,,1.0,0.0,open,1.0,,aca,mc,0
697,1.0,0.0,0.0,,1.0,0.0,open,1.0,0.0,aca2,mc,0
697,1.0,0.0,0.0,,1.0,0.0,open,1.0,,gg,mc,1
697,1.0,0.0,0.0,,1.0,0.0,open,0.0,0.0,dt,mc,0
698,,,,,0.0,1.0,closed,0.0,,aca,mc,1
698,,,,,0.0,1.0,closed,0.0,1.0,aca2,mc,1
698,,,,,0.0,1.0,closed,0.0,,gg,mc,0
698,,,,,0.0,1.0,closed,1.0,1.0,dt,mc,1
701,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,1
701,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,1.0,aca2,mc,1
701,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,1
701,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
704,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
704,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
704,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,0
704,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
705,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
705,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
705,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
705,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
709,0.0,0.0,1.0,,,,closed,,,aca,mc,0
709,0.0,0.0,1.0,,,,closed,,1.0,aca2,mc,1
709,0.0,0.0,1.0,,,,closed,,,gg,mc,0
709,0.0,0.0,1.0,,,,closed,,1.0,dt,mc,1
710,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,0
710,1.0,0.0,0.0,,1.0,0.0,closed,1.0,0.0,aca2,mc,0
710,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,0
710,1.0,0.0,0.0,,1.0,0.0,closed,0.0,1.0,dt,mc,1
712,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,aca,mc,0
712,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,0.0,aca2,mc,0
712,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,gg,mc,0
712,0.0,1.0,0.0,0.0,0.0,1.0,open,1.0,1.0,dt,mc,1
714,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
714,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,1.0,aca2,mc,1
714,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,0
714,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
715,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
715,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,1.0,aca2,mc,1
715,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,1
715,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,0.0,dt,mc,0
717,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
717,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
717,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
717,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
720,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
720,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
720,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,1
720,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
722,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,1
722,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,1.0,aca2,mc,1
722,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
722,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
724,0.0,0.0,1.0,,,,open,,,aca,mc,0
724,0.0,0.0,1.0,,,,open,,0.0,aca2,mc,0
724,0.0,0.0,1.0,,,,open,,,gg,mc,0
724,0.0,0.0,1.0,,,,open,,0.0,dt,mc,0
725,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
725,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,1.0,aca2,mc,1
725,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
725,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
726,0.0,0.0,1.0,,,,closed,,,aca,mc,0
726,0.0,0.0,1.0,,,,closed,,0.0,aca2,mc,0
726,0.0,0.0,1.0,,,,closed,,,gg,mc,0
726,0.0,0.0,1.0,,,,closed,,0.0,dt,mc,0
727,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
727,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
727,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,0
727,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,0.0,dt,mc,0
729,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
729,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
729,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,1
729,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,0.0,dt,mc,0
730,0.0,0.0,1.0,,,,open,,,aca,mc,0
730,0.0,0.0,1.0,,,,open,,1.0,aca2,mc,1
730,0.0,0.0,1.0,,,,open,,,gg,mc,0
730,0.0,0.0,1.0,,,,open,,0.0,dt,mc,0
731,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
731,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
731,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
731,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
733,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,aca,mc,0
733,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,0.0,aca2,mc,0
733,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,gg,mc,0
733,0.0,1.0,0.0,0.0,0.0,1.0,open,1.0,0.0,dt,mc,0
734,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
734,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
734,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,0
734,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
736,,,,,0.0,1.0,closed,0.0,,aca,mc,0
736,,,,,0.0,1.0,closed,0.0,0.0,aca2,mc,0
736,,,,,0.0,1.0,closed,0.0,,gg,mc,1
736,,,,,0.0,1.0,closed,1.0,1.0,dt,mc,1
737,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
737,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,1.0,aca2,mc,1
737,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
737,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
739,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
739,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
739,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,0
739,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
743,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,aca,mc,0
743,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,0.0,aca2,mc,0
743,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,gg,mc,0
743,0.0,1.0,0.0,0.0,0.0,1.0,open,1.0,1.0,dt,mc,1
744,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,0
744,1.0,0.0,0.0,,1.0,0.0,closed,1.0,0.0,aca2,mc,0
744,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,0
744,1.0,0.0,0.0,,1.0,0.0,closed,0.0,1.0,dt,mc,1
746,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
746,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
746,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
746,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,0.0,dt,mc,0
747,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
747,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
747,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,0
747,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,0.0,dt,mc,0
752,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
752,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,1.0,aca2,mc,1
752,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
752,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
754,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
754,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
754,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
754,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
755,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,0
755,1.0,0.0,0.0,,1.0,0.0,closed,1.0,1.0,aca2,mc,1
755,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,0
755,1.0,0.0,0.0,,1.0,0.0,closed,0.0,1.0,dt,mc,1
756,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,1
756,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,1.0,aca2,mc,1
756,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,1
756,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
757,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,0
757,1.0,0.0,0.0,,1.0,0.0,closed,1.0,0.0,aca2,mc,0
757,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,1
757,1.0,0.0,0.0,,1.0,0.0,closed,0.0,1.0,dt,mc,1
762,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,0
762,1.0,0.0,0.0,,1.0,0.0,closed,1.0,0.0,aca2,mc,0
762,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,1
762,1.0,0.0,0.0,,1.0,0.0,closed,0.0,0.0,dt,mc,0
765,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
765,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,1.0,aca2,mc,1
765,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
765,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
766,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,1
766,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,1.0,aca2,mc,1
766,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,1
766,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
767,0.0,0.0,1.0,,,,closed,,,aca,mc,0
767,0.0,0.0,1.0,,,,closed,,0.0,aca2,mc,0
767,0.0,0.0,1.0,,,,closed,,,gg,mc,0
767,0.0,0.0,1.0,,,,closed,,1.0,dt,mc,1
769,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,1
769,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,1.0,aca2,mc,1
769,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,0
769,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,0.0,dt,mc,0
770,1.0,0.0,0.0,,1.0,0.0,open,1.0,,aca,mc,1
770,1.0,0.0,0.0,,1.0,0.0,open,1.0,1.0,aca2,mc,1
770,1.0,0.0,0.0,,1.0,0.0,open,1.0,,gg,mc,1
770,1.0,0.0,0.0,,1.0,0.0,open,0.0,1.0,dt,mc,1
775,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,aca,mc,1
775,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,1.0,aca2,mc,1
775,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,gg,mc,1
775,0.0,1.0,0.0,0.0,0.0,1.0,open,1.0,1.0,dt,mc,1
776,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
776,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
776,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
776,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,0.0,dt,mc,0
777,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,aca,mc,0
777,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,0.0,aca2,mc,0
777,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,gg,mc,0
777,0.0,1.0,0.0,0.0,0.0,1.0,open,1.0,1.0,dt,mc,1
778,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
778,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,1.0,aca2,mc,1
778,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,0
778,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
779,0.0,0.0,1.0,,,,closed,,,aca,mc,0
779,0.0,0.0,1.0,,,,closed,,1.0,aca2,mc,1
779,0.0,0.0,1.0,,,,closed,,,gg,mc,0
779,0.0,0.0,1.0,,,,closed,,0.0,dt,mc,0
780,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
780,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
780,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
780,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,0.0,dt,mc,0
781,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
781,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
781,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,1
781,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
782,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,1
782,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,1.0,aca2,mc,1
782,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,1
782,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
784,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,aca,mc,0
784,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,0.0,aca2,mc,0
784,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,gg,mc,1
784,0.0,1.0,0.0,0.0,0.0,1.0,open,1.0,1.0,dt,mc,1
785,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,1
785,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
785,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,1
785,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
786,0.0,0.0,1.0,,0.0,0.0,closed,0.0,,aca,mc,0
786,0.0,0.0,1.0,,0.0,0.0,closed,0.0,0.0,aca2,mc,0
786,0.0,0.0,1.0,,0.0,0.0,closed,0.0,,gg,mc,1
786,0.0,0.0,1.0,,0.0,0.0,closed,1.0,0.0,dt,mc,0
788,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,1
788,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
788,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,1
788,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
792,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
792,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
792,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
792,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,0.0,dt,mc,0
793,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
793,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
793,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
