respondent,democrat,republican,independent,democrat_noleaners,democrat_leaners,republican_leaners,probe,congenial,response_probe,question,condition,correct
326,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
326,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
327,0.0,0.0,1.0,,,,closed,,,aca,mc,0
327,0.0,0.0,1.0,,,,closed,,0.0,aca2,mc,0
327,0.0,0.0,1.0,,,,closed,,,gg,mc,1
327,0.0,0.0,1.0,,,,closed,,1.0,dt,mc,1
328,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
328,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
328,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
328,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
329,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
329,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
329,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
329,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
330,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
330,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,1.0,aca2,mc,1
330,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,1
330,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,0.0,dt,mc,0
331,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,aca,mc,0
331,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,1.0,aca2,mc,1
331,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,gg,mc,0
331,0.0,1.0,0.0,0.0,0.0,1.0,open,1.0,1.0,dt,mc,1
335,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
335,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
335,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,0
335,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
336,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,0
336,1.0,0.0,0.0,,1.0,0.0,closed,1.0,0.0,aca2,mc,0
336,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,0
336,1.0,0.0,0.0,,1.0,0.0,closed,0.0,1.0,dt,mc,1
337,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
337,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
337,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,1
337,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
340,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
340,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,1.0,aca2,mc,1
340,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
340,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
342,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,0
342,1.0,0.0,0.0,,1.0,0.0,closed,1.0,0.0,aca2,mc,0
342,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,0
342,1.0,0.0,0.0,,1.0,0.0,closed,0.0,1.0,dt,mc,1
345,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
345,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
345,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
345,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
346,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,0
346,1.0,0.0,0.0,,1.0,0.0,closed,1.0,0.0,aca2,mc,0
346,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,1
346,1.0,0.0,0.0,,1.0,0.0,closed,0.0,1.0,dt,mc,1
347,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
347,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
347,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
347,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,0.0,dt,mc,0
349,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
349,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,1.0,aca2,mc,1
349,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
349,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
350,0.0,0.0,1.0,,0.0,0.0,closed,0.0,,aca,mc,0
350,0.0,0.0,1.0,,0.0,0.0,closed,0.0,0.0,aca2,mc,0
350,0.0,0.0,1.0,,0.0,0.0,closed,0.0,,gg,mc,0
350,0.0,0.0,1.0,,0.0,0.0,closed,1.0,1.0,dt,mc,1
352,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
352,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
352,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
352,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
353,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
353,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
353,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
353,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
355,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
355,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
355,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,0
355,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
356,0.0,0.0,1.0,,0.0,0.0,open,0.0,,aca,mc,0
356,0.0,0.0,1.0,,0.0,0.0,open,0.0,1.0,aca2,mc,1
356,0.0,0.0,1.0,,0.0,0.0,open,0.0,,gg,mc,0
356,0.0,0.0,1.0,,0.0,0.0,open,1.0,1.0,dt,mc,1
358,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
358,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
358,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
358,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
359,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
359,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
359,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
359,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
360,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,1
360,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,1.0,aca2,mc,1
360,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,1
360,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
361,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,1
361,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
361,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,0
361,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,0.0,dt,mc,0
365,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
365,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
365,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,0
365,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
370,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
370,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
370,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
370,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
371,,,,,0.0,1.0,closed,0.0,,aca,mc,0
371,,,,,0.0,1.0,closed,0.0,0.0,aca2,mc,0
371,,,,,0.0,1.0,closed,0.0,,gg,mc,0
371,,,,,0.0,1.0,closed,1.0,1.0,dt,mc,1
372,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,0
372,1.0,0.0,0.0,,1.0,0.0,closed,1.0,0.0,aca2,mc,0
372,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,0
372,1.0,0.0,0.0,,1.0,0.0,closed,0.0,1.0,dt,mc,1
374,0.0,0.0,1.0,,,,open,,,aca,mc,0
374,0.0,0.0,1.0,,,,open,,0.0,aca2,mc,0
374,0.0,0.0,1.0,,,,open,,,gg,mc,0
374,0.0,0.0,1.0,,,,open,,1.0,dt,mc,1
375,1.0,0.0,0.0,,1.0,0.0,open,1.0,,aca,mc,0
375,1.0,0.0,0.0,,1.0,0.0,open,1.0,0.0,aca2,mc,0
375,1.0,0.0,0.0,,1.0,0.0,open,1.0,,gg,mc,0
375,1.0,0.0,0.0,,1.0,0.0,open,0.0,1.0,dt,mc,1
379,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,1
379,1.0,0.0,0.0,,1.0,0.0,closed,1.0,1.0,aca2,mc,1
379,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,1
379,1.0,0.0,0.0,,1.0,0.0,closed,0.0,1.0,dt,mc,1
381,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
381,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
381,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,1
381,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
385,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
385,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
385,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,0
385,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
386,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,1
386,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
386,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
386,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,0.0,dt,mc,0
387,0.0,0.0,1.0,,,,closed,,,aca,mc,0
387,0.0,0.0,1.0,,,,closed,,1.0,aca2,mc,1
387,0.0,0.0,1.0,,,,closed,,,gg,mc,1
387,0.0,0.0,1.0,,,,closed,,1.0,dt,mc,1
394,0.0,0.0,1.0,,,,closed,,,aca,mc,0
394,0.0,0.0,1.0,,,,closed,,0.0,aca2,mc,0
394,0.0,0.0,1.0,,,,closed,,,gg,mc,0
394,0.0,0.0,1.0,,,,closed,,0.0,dt,mc,0
395,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
395,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
395,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
395,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
398,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
398,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
398,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,1
398,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
399,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,0
399,1.0,0.0,0.0,,1.0,0.0,closed,1.0,0.0,aca2,mc,0
399,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,0
399,1.0,0.0,0.0,,1.0,0.0,closed,0.0,0.0,dt,mc,0
400,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
400,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
400,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
400,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
401,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,0
401,1.0,0.0,0.0,,1.0,0.0,closed,1.0,1.0,aca2,mc,1
401,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,0
401,1.0,0.0,0.0,,1.0,0.0,closed,0.0,1.0,dt,mc,1
402,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
402,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
402,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
402,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
405,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,0
405,1.0,0.0,0.0,,1.0,0.0,closed,1.0,0.0,aca2,mc,0
405,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,0
405,1.0,0.0,0.0,,1.0,0.0,closed,0.0,1.0,dt,mc,1
408,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,0
408,1.0,0.0,0.0,,1.0,0.0,closed,1.0,1.0,aca2,mc,1
408,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,1
408,1.0,0.0,0.0,,1.0,0.0,closed,0.0,1.0,dt,mc,1
409,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
409,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
409,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,0
409,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
411,0.0,0.0,1.0,,,,closed,,,aca,mc,0
411,0.0,0.0,1.0,,,,closed,,0.0,aca2,mc,0
411,0.0,0.0,1.0,,,,closed,,,gg,mc,0
411,0.0,0.0,1.0,,,,closed,,1.0,dt,mc,1
412,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,0
412,1.0,0.0,0.0,,1.0,0.0,closed,1.0,0.0,aca2,mc,0
412,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,0
412,1.0,0.0,0.0,,1.0,0.0,closed,0.0,1.0,dt,mc,1
414,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
414,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
414,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,1
414,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
416,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,0
416,1.0,0.0,0.0,,1.0,0.0,closed,1.0,1.0,aca2,mc,1
416,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,0
416,1.0,0.0,0.0,,1.0,0.0,closed,0.0,1.0,dt,mc,1
418,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
418,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
418,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
418,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
420,,,,,0.0,1.0,closed,0.0,,aca,mc,0
420,,,,,0.0,1.0,closed,0.0,0.0,aca2,mc,0
420,,,,,0.0,1.0,closed,0.0,,gg,mc,1
420,,,,,0.0,1.0,closed,1.0,1.0,dt,mc,1
421,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
421,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
421,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,0
421,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
423,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
423,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
423,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
423,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
426,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,1
426,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,1.0,aca2,mc,1
426,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,1
426,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
427,1.0,0.0,0.0,,1.0,0.0,open,1.0,,aca,mc,0
427,1.0,0.0,0.0,,1.0,0.0,open,1.0,0.0,aca2,mc,0
427,1.0,0.0,0.0,,1.0,0.0,open,1.0,,gg,mc,0
427,1.0,0.0,0.0,,1.0,0.0,open,0.0,1.0,dt,mc,1
428,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
428,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
428,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
428,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
432,0.0,0.0,1.0,,0.0,0.0,open,0.0,,aca,mc,0
432,0.0,0.0,1.0,,0.0,0.0,open,0.0,0.0,aca2,mc,0
432,0.0,0.0,1.0,,0.0,0.0,open,0.0,,gg,mc,0
432,0.0,0.0,1.0,,0.0,0.0,open,1.0,1.0,dt,mc,1
434,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
434,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
434,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
434,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
436,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
436,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,1.0,aca2,mc,1
436,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,1
436,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,0.0,dt,mc,0
438,,,,,0.0,1.0,open,0.0,,aca,mc,0
438,,,,,0.0,1.0,open,0.0,1.0,aca2,mc,1
438,,,,,0.0,1.0,open,0.0,,gg,mc,1
438,,,,,0.0,1.0,open,1.0,1.0,dt,mc,1
441,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,1
441,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
441,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
441,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
444,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
444,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
444,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
444,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
445,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
445,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
445,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
445,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,0.0,dt,mc,0
449,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
449,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,1.0,aca2,mc,1
449,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
449,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
451,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
451,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,1.0,aca2,mc,1
451,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,0
451,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,0.0,dt,mc,0
453,0.0,0.0,1.0,,,,open,,,aca,mc,0
453,0.0,0.0,1.0,,,,open,,0.0,aca2,mc,0
453,0.0,0.0,1.0,,,,open,,,gg,mc,0
453,0.0,0.0,1.0,,,,open,,1.0,dt,mc,1
455,,,,,0.0,1.0,closed,0.0,,aca,mc,0
455,,,,,0.0,1.0,closed,0.0,0.0,aca2,mc,0
455,,,,,0.0,1.0,closed,0.0,,gg,mc,0
455,,,,,0.0,1.0,closed,1.0,1.0,dt,mc,1
456,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,1
456,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
456,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
456,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
457,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
457,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
457,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
457,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
458,,,,,0.0,1.0,closed,0.0,,aca,mc,0
458,,,,,0.0,1.0,closed,0.0,0.0,aca2,mc,0
458,,,,,0.0,1.0,closed,0.0,,gg,mc,0
458,,,,,0.0,1.0,closed,1.0,1.0,dt,mc,1
459,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
459,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
459,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,0
459,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
460,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
460,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
460,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,1
460,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,0.0,dt,mc,0
461,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
461,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
461,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
461,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
464,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
464,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
464,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
464,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,0.0,dt,mc,0
466,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,0
466,1.0,0.0,0.0,,1.0,0.0,closed,1.0,0.0,aca2,mc,0
466,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,0
466,1.0,0.0,0.0,,1.0,0.0,closed,0.0,1.0,dt,mc,1
469,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
469,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
469,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
469,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
471,1.0,0.0,0.0,,1.0,0.0,open,1.0,,aca,mc,0
471,1.0,0.0,0.0,,1.0,0.0,open,1.0,0.0,aca2,mc,0
471,1.0,0.0,0.0,,1.0,0.0,open,1.0,,gg,mc,0
471,1.0,0.0,0.0,,1.0,0.0,open,0.0,0.0,dt,mc,0
473,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
473,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
473,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,1
473,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
474,0.0,0.0,1.0,,,,open,,,aca,mc,0
474,0.0,0.0,1.0,,,,open,,1.0,aca2,mc,1
474,0.0,0.0,1.0,,,,open,,,gg,mc,0
474,0.0,0.0,1.0,,,,open,,1.0,dt,mc,1
477,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
477,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
477,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
477,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,0.0,dt,mc,0
479,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,0
479,1.0,0.0,0.0,,1.0,0.0,closed,1.0,0.0,aca2,mc,0
479,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,1
479,1.0,0.0,0.0,,1.0,0.0,closed,0.0,0.0,dt,mc,0
481,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,1
481,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
481,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
481,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
483,1.0,0.0,0.0,,1.0,0.0,open,1.0,,aca,mc,1
483,1.0,0.0,0.0,,1.0,0.0,open,1.0,0.0,aca2,mc,0
483,1.0,0.0,0.0,,1.0,0.0,open,1.0,,gg,mc,1
483,1.0,0.0,0.0,,1.0,0.0,open,0.0,0.0,dt,mc,0
484,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,0
484,1.0,0.0,0.0,,1.0,0.0,closed,1.0,0.0,aca2,mc,0
484,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,0
484,1.0,0.0,0.0,,1.0,0.0,closed,0.0,0.0,dt,mc,0
486,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,1
486,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,1.0,aca2,mc,1
486,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
486,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
488,0.0,0.0,1.0,,,,closed,,,aca,mc,0
488,0.0,0.0,1.0,,,,closed,,0.0,aca2,mc,0
