respondent,democrat,republican,independent,democrat_noleaners,democrat_leaners,questions,responses,scale_correct_10,scale_correct_7,scale_mc_c_10,scale_mc_c_8,congenial
526,0,0,1,NA,NA,rg_s_aca2_2,5,0,0,NA,NA,0
526,0,0,1,NA,NA,rg_s_aca2_3,5,0,0,0,0,NA
526,0,0,1,NA,NA,rg_s_aca2_4,0,1,1,NA,NA,0
526,0,0,1,NA,NA,rg_s_gg_1,10,0,0,NA,NA,0
526,0,0,1,NA,NA,rg_s_gg_2,9,0,0,NA,NA,0
526,0,0,1,NA,NA,rg_s_gg_3,10,0,0,NA,NA,0
526,0,0,1,NA,NA,rg_s_gg_4,10,1,1,1,1,NA
526,0,0,1,NA,NA,rg_s_gg2_1,10,0,0,NA,NA,0
526,0,0,1,NA,NA,rg_s_gg2_2,0,0,0,NA,NA,NA
526,0,0,1,NA,NA,rg_s_gg2_3,10,0,0,NA,NA,0
526,0,0,1,NA,NA,rg_s_gg2_4,9,0,1,NA,NA,NA
526,0,0,1,NA,NA,rg_s_dt_1,9,0,0,NA,NA,0
526,0,0,1,NA,NA,rg_s_dt_2,5,0,0,NA,NA,0
526,0,0,1,NA,NA,rg_s_dt_3,5,0,0,NA,NA,0
526,0,0,1,NA,NA,rg_s_dt_4,10,1,1,1,1,NA
528,0,0,1,NA,NA,rg_s_aca_1,5,0,0,NA,NA,0
528,0,0,1,NA,NA,rg_s_aca_2,1,0,1,NA,NA,0
528,0,0,1,NA,NA,rg_s_aca_3,6,0,0,0,0,NA
528,0,0,1,NA,NA,rg_s_aca_4,5,0,0,NA,NA,0
528,0,0,1,NA,NA,rg_s_aca2_1,7,0,0,NA,NA,0
528,0,0,1,NA,NA,rg_s_aca2_2,1,0,1,NA,NA,0
528,0,0,1,NA,NA,rg_s_aca2_3,5,0,0,0,0,NA
528,0,0,1,NA,NA,rg_s_aca2_4,2,0,1,NA,NA,0
528,0,0,1,NA,NA,rg_s_gg_1,7,0,0,NA,NA,0
528,0,0,1,NA,NA,rg_s_gg_2,4,0,0,NA,NA,0
528,0,0,1,NA,NA,rg_s_gg_3,5,0,0,NA,NA,0
528,0,0,1,NA,NA,rg_s_gg_4,9,0,1,0,1,NA
528,0,0,1,NA,NA,rg_s_gg2_1,1,0,1,NA,NA,0
528,0,0,1,NA,NA,rg_s_gg2_2,4,0,0,NA,NA,NA
528,0,0,1,NA,NA,rg_s_gg2_3,1,0,1,NA,NA,0
528,0,0,1,NA,NA,rg_s_gg2_4,10,1,1,NA,NA,NA
528,0,0,1,NA,NA,rg_s_dt_1,8,0,0,NA,NA,0
528,0,0,1,NA,NA,rg_s_dt_2,5,0,0,NA,NA,0
528,0,0,1,NA,NA,rg_s_dt_3,6,0,0,NA,NA,0
528,0,0,1,NA,NA,rg_s_dt_4,10,1,1,1,1,NA
532,0,0,1,NA,NA,rg_s_aca_1,6,0,0,NA,NA,0
532,0,0,1,NA,NA,rg_s_aca_2,5,0,0,NA,NA,0
532,0,0,1,NA,NA,rg_s_aca_3,0,0,0,0,0,NA
532,0,0,1,NA,NA,rg_s_aca_4,5,0,0,NA,NA,0
532,0,0,1,NA,NA,rg_s_aca2_1,0,1,1,NA,NA,0
532,0,0,1,NA,NA,rg_s_aca2_2,0,1,1,NA,NA,0
532,0,0,1,NA,NA,rg_s_aca2_3,10,1,1,1,1,NA
532,0,0,1,NA,NA,rg_s_aca2_4,0,1,1,NA,NA,0
532,0,0,1,NA,NA,rg_s_gg_1,0,1,1,NA,NA,0
532,0,0,1,NA,NA,rg_s_gg_2,0,1,1,NA,NA,0
532,0,0,1,NA,NA,rg_s_gg_3,10,0,0,NA,NA,0
532,0,0,1,NA,NA,rg_s_gg_4,5,0,0,0,0,NA
532,0,0,1,NA,NA,rg_s_gg2_1,0,1,1,NA,NA,0
532,0,0,1,NA,NA,rg_s_gg2_2,10,1,1,NA,NA,NA
532,0,0,1,NA,NA,rg_s_gg2_3,0,1,1,NA,NA,0
532,0,0,1,NA,NA,rg_s_gg2_4,10,1,1,NA,NA,NA
532,0,0,1,NA,NA,rg_s_dt_1,10,0,0,NA,NA,0
532,0,0,1,NA,NA,rg_s_dt_2,0,1,1,NA,NA,0
532,0,0,1,NA,NA,rg_s_dt_3,0,1,1,NA,NA,0
532,0,0,1,NA,NA,rg_s_dt_4,10,1,1,1,1,NA
534,NA,NA,NA,NA,0,rg_s_aca_1,0,1,1,NA,NA,0
534,NA,NA,NA,NA,0,rg_s_aca_2,0,1,1,NA,NA,0
534,NA,NA,NA,NA,0,rg_s_aca_3,6,0,0,0,0,0
534,NA,NA,NA,NA,0,rg_s_aca_4,5,0,0,NA,NA,0
534,NA,NA,NA,NA,0,rg_s_aca2_1,0,1,1,NA,NA,0
534,NA,NA,NA,NA,0,rg_s_aca2_2,0,1,1,NA,NA,0
534,NA,NA,NA,NA,0,rg_s_aca2_3,5,0,0,0,0,0
534,NA,NA,NA,NA,0,rg_s_aca2_4,1,0,1,NA,NA,0
534,NA,NA,NA,NA,0,rg_s_gg_1,3,0,0,NA,NA,0
534,NA,NA,NA,NA,0,rg_s_gg_2,1,0,1,NA,NA,0
534,NA,NA,NA,NA,0,rg_s_gg_3,10,0,0,NA,NA,0
534,NA,NA,NA,NA,0,rg_s_gg_4,8,0,1,0,1,0
534,NA,NA,NA,NA,0,rg_s_gg2_1,4,0,0,NA,NA,0
534,NA,NA,NA,NA,0,rg_s_gg2_2,8,0,1,NA,NA,0
534,NA,NA,NA,NA,0,rg_s_gg2_3,0,1,1,NA,NA,0
534,NA,NA,NA,NA,0,rg_s_gg2_4,10,1,1,NA,NA,0
534,NA,NA,NA,NA,0,rg_s_dt_1,10,0,0,NA,NA,0
534,NA,NA,NA,NA,0,rg_s_dt_2,10,0,0,NA,NA,0
534,NA,NA,NA,NA,0,rg_s_dt_3,10,0,0,NA,NA,0
534,NA,NA,NA,NA,0,rg_s_dt_4,10,1,1,1,1,1
535,1,0,0,1,1,rg_s_aca_1,0,1,1,NA,NA,0
535,1,0,0,1,1,rg_s_aca_2,0,1,1,NA,NA,0
535,1,0,0,1,1,rg_s_aca_3,0,0,0,0,0,1
535,1,0,0,1,1,rg_s_aca_4,0,1,1,NA,NA,0
535,1,0,0,1,1,rg_s_aca2_1,0,1,1,NA,NA,0
535,1,0,0,1,1,rg_s_aca2_2,5,0,0,NA,NA,0
535,1,0,0,1,1,rg_s_aca2_3,5,0,0,0,0,1
535,1,0,0,1,1,rg_s_aca2_4,0,1,1,NA,NA,0
535,1,0,0,1,1,rg_s_gg_1,8,0,0,NA,NA,0
535,1,0,0,1,1,rg_s_gg_2,9,0,0,NA,NA,0
535,1,0,0,1,1,rg_s_gg_3,10,0,0,NA,NA,0
535,1,0,0,1,1,rg_s_gg_4,8,0,1,0,1,1
535,1,0,0,1,1,rg_s_gg2_1,0,1,1,NA,NA,0
535,1,0,0,1,1,rg_s_gg2_2,2,0,0,NA,NA,1
535,1,0,0,1,1,rg_s_gg2_3,0,1,1,NA,NA,0
535,1,0,0,1,1,rg_s_gg2_4,10,1,1,NA,NA,1
535,1,0,0,1,1,rg_s_dt_1,10,0,0,NA,NA,0
535,1,0,0,1,1,rg_s_dt_2,5,0,0,NA,NA,0
535,1,0,0,1,1,rg_s_dt_3,5,0,0,NA,NA,0
535,1,0,0,1,1,rg_s_dt_4,10,1,1,1,1,0
538,1,0,0,1,1,rg_s_aca_1,0,1,1,NA,NA,0
538,1,0,0,1,1,rg_s_aca_2,0,1,1,NA,NA,0
538,1,0,0,1,1,rg_s_aca_3,0,0,0,0,0,1
538,1,0,0,1,1,rg_s_aca_4,0,1,1,NA,NA,0
538,1,0,0,1,1,rg_s_aca2_1,0,1,1,NA,NA,0
538,1,0,0,1,1,rg_s_aca2_2,0,1,1,NA,NA,0
538,1,0,0,1,1,rg_s_aca2_3,0,0,0,0,0,1
538,1,0,0,1,1,rg_s_aca2_4,0,1,1,NA,NA,0
538,1,0,0,1,1,rg_s_gg_1,10,0,0,NA,NA,0
538,1,0,0,1,1,rg_s_gg_2,10,0,0,NA,NA,0
538,1,0,0,1,1,rg_s_gg_3,10,0,0,NA,NA,0
538,1,0,0,1,1,rg_s_gg_4,10,1,1,1,1,1
538,1,0,0,1,1,rg_s_gg2_1,0,1,1,NA,NA,0
538,1,0,0,1,1,rg_s_gg2_2,10,1,1,NA,NA,1
538,1,0,0,1,1,rg_s_gg2_3,0,1,1,NA,NA,0
538,1,0,0,1,1,rg_s_gg2_4,0,0,0,NA,NA,1
538,1,0,0,1,1,rg_s_dt_1,10,0,0,NA,NA,0
538,1,0,0,1,1,rg_s_dt_2,0,1,1,NA,NA,0
538,1,0,0,1,1,rg_s_dt_3,0,1,1,NA,NA,0
538,1,0,0,1,1,rg_s_dt_4,10,1,1,1,1,0
540,1,0,0,NA,1,rg_s_aca_1,5,0,0,NA,NA,0
540,1,0,0,NA,1,rg_s_aca_2,0,1,1,NA,NA,0
540,1,0,0,NA,1,rg_s_aca_3,1,0,0,0,0,1
540,1,0,0,NA,1,rg_s_aca_4,8,0,0,NA,NA,0
540,1,0,0,NA,1,rg_s_aca2_1,8,0,0,NA,NA,0
540,1,0,0,NA,1,rg_s_aca2_2,0,1,1,NA,NA,0
540,1,0,0,NA,1,rg_s_aca2_3,0,0,0,0,0,1
540,1,0,0,NA,1,rg_s_aca2_4,10,0,0,NA,NA,0
540,1,0,0,NA,1,rg_s_gg_1,7,0,0,NA,NA,0
540,1,0,0,NA,1,rg_s_gg_2,2,0,1,NA,NA,0
540,1,0,0,NA,1,rg_s_gg_3,10,0,0,NA,NA,0
540,1,0,0,NA,1,rg_s_gg_4,10,1,1,1,1,1
540,1,0,0,NA,1,rg_s_gg2_1,0,1,1,NA,NA,0
540,1,0,0,NA,1,rg_s_gg2_2,10,1,1,NA,NA,1
540,1,0,0,NA,1,rg_s_gg2_3,0,1,1,NA,NA,0
540,1,0,0,NA,1,rg_s_gg2_4,10,1,1,NA,NA,1
540,1,0,0,NA,1,rg_s_dt_1,10,0,0,NA,NA,0
540,1,0,0,NA,1,rg_s_dt_2,9,0,0,NA,NA,0
540,1,0,0,NA,1,rg_s_dt_3,9,0,0,NA,NA,0
540,1,0,0,NA,1,rg_s_dt_4,10,1,1,1,1,0
543,0,0,1,NA,NA,rg_s_aca_1,1,0,1,NA,NA,0
543,0,0,1,NA,NA,rg_s_aca_2,0,1,1,NA,NA,0
543,0,0,1,NA,NA,rg_s_aca_3,0,0,0,0,0,NA
543,0,0,1,NA,NA,rg_s_aca_4,5,0,0,NA,NA,0
543,0,0,1,NA,NA,rg_s_aca2_1,0,1,1,NA,NA,0
543,0,0,1,NA,NA,rg_s_aca2_2,0,1,1,NA,NA,0
543,0,0,1,NA,NA,rg_s_aca2_3,0,0,0,0,0,NA
543,0,0,1,NA,NA,rg_s_aca2_4,0,1,1,NA,NA,0
543,0,0,1,NA,NA,rg_s_gg_1,0,1,1,NA,NA,0
543,0,0,1,NA,NA,rg_s_gg_2,0,1,1,NA,NA,0
543,0,0,1,NA,NA,rg_s_gg_3,10,0,0,NA,NA,0
543,0,0,1,NA,NA,rg_s_gg_4,10,1,1,1,1,NA
543,0,0,1,NA,NA,rg_s_gg2_1,0,1,1,NA,NA,0
543,0,0,1,NA,NA,rg_s_gg2_2,5,0,0,NA,NA,NA
543,0,0,1,NA,NA,rg_s_gg2_3,0,1,1,NA,NA,0
543,0,0,1,NA,NA,rg_s_gg2_4,10,1,1,NA,NA,NA
543,0,0,1,NA,NA,rg_s_dt_1,0,1,1,NA,NA,0
543,0,0,1,NA,NA,rg_s_dt_2,0,1,1,NA,NA,0
543,0,0,1,NA,NA,rg_s_dt_3,0,1,1,NA,NA,0
543,0,0,1,NA,NA,rg_s_dt_4,10,1,1,1,1,NA
545,1,0,0,NA,1,rg_s_aca_1,0,1,1,NA,NA,0
545,1,0,0,NA,1,rg_s_aca_2,0,1,1,NA,NA,0
545,1,0,0,NA,1,rg_s_aca_3,0,0,0,0,0,1
545,1,0,0,NA,1,rg_s_aca_4,5,0,0,NA,NA,0
545,1,0,0,NA,1,rg_s_aca2_1,0,1,1,NA,NA,0
545,1,0,0,NA,1,rg_s_aca2_2,0,1,1,NA,NA,0
545,1,0,0,NA,1,rg_s_aca2_3,5,0,0,0,0,1
545,1,0,0,NA,1,rg_s_aca2_4,0,1,1,NA,NA,0
545,1,0,0,NA,1,rg_s_gg_1,7,0,0,NA,NA,0
545,1,0,0,NA,1,rg_s_gg_2,7,0,0,NA,NA,0
545,1,0,0,NA,1,rg_s_gg_3,7,0,0,NA,NA,0
545,1,0,0,NA,1,rg_s_gg_4,8,0,1,0,1,1
545,1,0,0,NA,1,rg_s_gg2_1,0,1,1,NA,NA,0
545,1,0,0,NA,1,rg_s_gg2_2,2,0,0,NA,NA,1
545,1,0,0,NA,1,rg_s_gg2_3,7,0,0,NA,NA,0
545,1,0,0,NA,1,rg_s_gg2_4,10,1,1,NA,NA,1
545,1,0,0,NA,1,rg_s_dt_1,5,0,0,NA,NA,0
545,1,0,0,NA,1,rg_s_dt_2,0,1,1,NA,NA,0
545,1,0,0,NA,1,rg_s_dt_3,0,1,1,NA,NA,0
545,1,0,0,NA,1,rg_s_dt_4,10,1,1,1,1,0
547,1,0,0,1,1,rg_s_aca_1,0,1,1,NA,NA,0
547,1,0,0,1,1,rg_s_aca_2,0,1,1,NA,NA,0
547,1,0,0,1,1,rg_s_aca_3,4,0,0,0,0,1
547,1,0,0,1,1,rg_s_aca_4,8,0,0,NA,NA,0
547,1,0,0,1,1,rg_s_aca2_1,0,1,1,NA,NA,0
547,1,0,0,1,1,rg_s_aca2_2,0,1,1,NA,NA,0
547,1,0,0,1,1,rg_s_aca2_3,0,0,0,0,0,1
547,1,0,0,1,1,rg_s_aca2_4,0,1,1,NA,NA,0
547,1,0,0,1,1,rg_s_gg_1,6,0,0,NA,NA,0
547,1,0,0,1,1,rg_s_gg_2,4,0,0,NA,NA,0
547,1,0,0,1,1,rg_s_gg_3,7,0,0,NA,NA,0
547,1,0,0,1,1,rg_s_gg_4,7,0,0,0,0,1
547,1,0,0,1,1,rg_s_gg2_1,4,0,0,NA,NA,0
547,1,0,0,1,1,rg_s_gg2_2,0,0,0,NA,NA,1
547,1,0,0,1,1,rg_s_gg2_3,0,1,1,NA,NA,0
547,1,0,0,1,1,rg_s_gg2_4,8,0,1,NA,NA,1
547,1,0,0,1,1,rg_s_dt_1,2,0,1,NA,NA,0
547,1,0,0,1,1,rg_s_dt_2,0,1,1,NA,NA,0
547,1,0,0,1,1,rg_s_dt_3,0,1,1,NA,NA,0
547,1,0,0,1,1,rg_s_dt_4,10,1,1,1,1,0
551,0,1,0,0,0,rg_s_aca_1,8,0,0,NA,NA,0
551,0,1,0,0,0,rg_s_aca_2,6,0,0,NA,NA,0
551,0,1,0,0,0,rg_s_aca_3,9,0,1,0,1,0
551,0,1,0,0,0,rg_s_aca_4,5,0,0,NA,NA,0
551,0,1,0,0,0,rg_s_aca2_1,6,0,0,NA,NA,0
551,0,1,0,0,0,rg_s_aca2_2,1,0,1,NA,NA,0
551,0,1,0,0,0,rg_s_aca2_3,1,0,0,0,0,0
551,0,1,0,0,0,rg_s_aca2_4,1,0,1,NA,NA,0
551,0,1,0,0,0,rg_s_gg_1,2,0,1,NA,NA,0
551,0,1,0,0,0,rg_s_gg_2,0,1,1,NA,NA,0
551,0,1,0,0,0,rg_s_gg_3,2,0,1,NA,NA,0
551,0,1,0,0,0,rg_s_gg_4,2,0,0,0,0,0
551,0,1,0,0,0,rg_s_gg2_1,3,0,0,NA,NA,0
551,0,1,0,0,0,rg_s_gg2_2,3,0,0,NA,NA,0
551,0,1,0,0,0,rg_s_gg2_3,0,1,1,NA,NA,0
551,0,1,0,0,0,rg_s_gg2_4,10,1,1,NA,NA,0
551,0,1,0,0,0,rg_s_dt_1,0,1,1,NA,NA,0
551,0,1,0,0,0,rg_s_dt_2,0,1,1,NA,NA,0
551,0,1,0,0,0,rg_s_dt_3,0,1,1,NA,NA,0
551,0,1,0,0,0,rg_s_dt_4,10,1,1,1,1,1
553,1,0,0,1,1,rg_s_aca_1,0,1,1,NA,NA,0
553,1,0,0,1,1,rg_s_aca_2,5,0,0,NA,NA,0
553,1,0,0,1,1,rg_s_aca_3,6,0,0,0,0,1
553,1,0,0,1,1,rg_s_aca_4,5,0,0,NA,NA,0
553,1,0,0,1,1,rg_s_aca2_1,5,0,0,NA,NA,0
553,1,0,0,1,1,rg_s_aca2_2,5,0,0,NA,NA,0
553,1,0,0,1,1,rg_s_aca2_3,5,0,0,0,0,1
553,1,0,0,1,1,rg_s_aca2_4,5,0,0,NA,NA,0
553,1,0,0,1,1,rg_s_gg_1,8,0,0,NA,NA,0
553,1,0,0,1,1,rg_s_gg_2,7,0,0,NA,NA,0
553,1,0,0,1,1,rg_s_gg_3,9,0,0,NA,NA,0
553,1,0,0,1,1,rg_s_gg_4,9,0,1,0,1,1
553,1,0,0,1,1,rg_s_gg2_1,5,0,0,NA,NA,0
553,1,0,0,1,1,rg_s_gg2_2,3,0,0,NA,NA,1
553,1,0,0,1,1,rg_s_gg2_3,5,0,0,NA,NA,0
553,1,0,0,1,1,rg_s_gg2_4,9,0,1,NA,NA,1
553,1,0,0,1,1,rg_s_dt_1,10,0,0,NA,NA,0
553,1,0,0,1,1,rg_s_dt_2,5,0,0,NA,NA,0
553,1,0,0,1,1,rg_s_dt_3,9,0,0,NA,NA,0
553,1,0,0,1,1,rg_s_dt_4,9,0,1,0,1,0
554,1,0,0,1,1,rg_s_aca_1,2,0,1,NA,NA,0
554,1,0,0,1,1,rg_s_aca_2,2,0,1,NA,NA,0
554,1,0,0,1,1,rg_s_aca_3,4,0,0,0,0,1
554,1,0,0,1,1,rg_s_aca_4,8,0,0,NA,NA,0
554,1,0,0,1,1,rg_s_aca2_1,0,1,1,NA,NA,0
554,1,0,0,1,1,rg_s_aca2_2,3,0,0,NA,NA,0
554,1,0,0,1,1,rg_s_aca2_3,5,0,0,0,0,1
554,1,0,0,1,1,rg_s_aca2_4,1,0,1,NA,NA,0
554,1,0,0,1,1,rg_s_gg_1,0,1,1,NA,NA,0
554,1,0,0,1,1,rg_s_gg_2,0,1,1,NA,NA,0
554,1,0,0,1,1,rg_s_gg_3,9,0,0,NA,NA,0
554,1,0,0,1,1,rg_s_gg_4,9,0,1,0,1,1
554,1,0,0,1,1,rg_s_gg2_1,0,1,1,NA,NA,0
554,1,0,0,1,1,rg_s_gg2_2,10,1,1,NA,NA,1
554,1,0,0,1,1,rg_s_gg2_3,10,0,0,NA,NA,0
554,1,0,0,1,1,rg_s_gg2_4,7,0,0,NA,NA,1
554,1,0,0,1,1,rg_s_dt_1,8,0,0,NA,NA,0
554,1,0,0,1,1,rg_s_dt_2,5,0,0,NA,NA,0
554,1,0,0,1,1,rg_s_dt_3,8,0,0,NA,NA,0
554,1,0,0,1,1,rg_s_dt_4,8,0,1,0,1,0
557,0,0,1,NA,NA,rg_s_aca_1,0,1,1,NA,NA,0
557,0,0,1,NA,NA,rg_s_aca_2,0,1,1,NA,NA,0
557,0,0,1,NA,NA,rg_s_aca_3,8,0,1,0,1,NA
557,0,0,1,NA,NA,rg_s_aca_4,8,0,0,NA,NA,0
557,0,0,1,NA,NA,rg_s_aca2_1,0,1,1,NA,NA,0
557,0,0,1,NA,NA,rg_s_aca2_2,2,0,1,NA,NA,0
557,0,0,1,NA,NA,rg_s_aca2_3,0,0,0,0,0,NA
557,0,0,1,NA,NA,rg_s_aca2_4,0,1,1,NA,NA,0
557,0,0,1,NA,NA,rg_s_gg_1,0,1,1,NA,NA,0
557,0,0,1,NA,NA,rg_s_gg_2,0,1,1,NA,NA,0
557,0,0,1,NA,NA,rg_s_gg_3,9,0,0,NA,NA,0
557,0,0,1,NA,NA,rg_s_gg_4,10,1,1,1,1,NA
557,0,0,1,NA,NA,rg_s_gg2_1,0,1,1,NA,NA,0
557,0,0,1,NA,NA,rg_s_gg2_2,5,0,0,NA,NA,NA
557,0,0,1,NA,NA,rg_s_gg2_3,2,0,1,NA,NA,0
557,0,0,1,NA,NA,rg_s_gg2_4,10,1,1,NA,NA,NA
557,0,0,1,NA,NA,rg_s_dt_1,10,0,0,NA,NA,0
557,0,0,1,NA,NA,rg_s_dt_2,2,0,1,NA,NA,0
557,0,0,1,NA,NA,rg_s_dt_3,10,0,0,NA,NA,0
557,0,0,1,NA,NA,rg_s_dt_4,10,1,1,1,1,NA
558,0,0,1,NA,NA,rg_s_aca_1,9,0,0,NA,NA,0
558,0,0,1,NA,NA,rg_s_aca_2,6,0,0,NA,NA,0
558,0,0,1,NA,NA,rg_s_aca_3,8,0,1,0,1,NA
558,0,0,1,NA,NA,rg_s_aca_4,6,0,0,NA,NA,0
558,0,0,1,NA,NA,rg_s_aca2_1,8,0,0,NA,NA,0
558,0,0,1,NA,NA,rg_s_aca2_2,7,0,0,NA,NA,0
558,0,0,1,NA,NA,rg_s_aca2_3,8,0,1,0,1,NA
558,0,0,1,NA,NA,rg_s_aca2_4,7,0,0,NA,NA,0
558,0,0,1,NA,NA,rg_s_gg_1,8,0,0,NA,NA,0
558,0,0,1,NA,NA,rg_s_gg_2,7,0,0,NA,NA,0
558,0,0,1,NA,NA,rg_s_gg_3,8,0,0,NA,NA,0
558,0,0,1,NA,NA,rg_s_gg_4,8,0,1,0,1,NA
558,0,0,1,NA,NA,rg_s_gg2_1,7,0,0,NA,NA,0
558,0,0,1,NA,NA,rg_s_gg2_2,7,0,0,NA,NA,NA
558,0,0,1,NA,NA,rg_s_gg2_3,7,0,0,NA,NA,0
558,0,0,1,NA,NA,rg_s_gg2_4,7,0,0,NA,NA,NA
558,0,0,1,NA,NA,rg_s_dt_1,0,1,1,NA,NA,0
558,0,0,1,NA,NA,rg_s_dt_2,1,0,1,NA,NA,0
558,0,0,1,NA,NA,rg_s_dt_3,0,1,1,NA,NA,0
558,0,0,1,NA,NA,rg_s_dt_4,0,0,0,0,0,NA
559,1,0,0,NA,1,rg_s_aca_1,5,0,0,NA,NA,0
559,1,0,0,NA,1,rg_s_aca_2,0,1,1,NA,NA,0
559,1,0,0,NA,1,rg_s_aca_3,5,0,0,0,0,1
559,1,0,0,NA,1,rg_s_aca_4,7,0,0,NA,NA,0
559,1,0,0,NA,1,rg_s_aca2_1,0,1,1,NA,NA,0
559,1,0,0,NA,1,rg_s_aca2_2,0,1,1,NA,NA,0
559,1,0,0,NA,1,rg_s_aca2_3,5,0,0,0,0,1
559,1,0,0,NA,1,rg_s_aca2_4,5,0,0,NA,NA,0
559,1,0,0,NA,1,rg_s_gg_1,5,0,0,NA,NA,0
559,1,0,0,NA,1,rg_s_gg_2,5,0,0,NA,NA,0
559,1,0,0,NA,1,rg_s_gg_3,8,0,0,NA,NA,0
559,1,0,0,NA,1,rg_s_gg_4,7,0,0,0,0,1
559,1,0,0,NA,1,rg_s_gg2_1,5,0,0,NA,NA,0
559,1,0,0,NA,1,rg_s_gg2_2,2,0,0,NA,NA,1
559,1,0,0,NA,1,rg_s_gg2_3,0,1,1,NA,NA,0
559,1,0,0,NA,1,rg_s_gg2_4,5,0,0,NA,NA,1
559,1,0,0,NA,1,rg_s_dt_1,4,0,0,NA,NA,0
559,1,0,0,NA,1,rg_s_dt_2,7,0,0,NA,NA,0
559,1,0,0,NA,1,rg_s_dt_3,5,0,0,NA,NA,0
559,1,0,0,NA,1,rg_s_dt_4,9,0,1,0,1,0
560,NA,NA,NA,NA,0,rg_s_aca_1,5,0,0,NA,NA,0
560,NA,NA,NA,NA,0,rg_s_aca_2,8,0,0,NA,NA,0
560,NA,NA,NA,NA,0,rg_s_aca_3,8,0,1,0,1,0
560,NA,NA,NA,NA,0,rg_s_aca_4,5,0,0,NA,NA,0
560,NA,NA,NA,NA,0,rg_s_aca2_1,5,0,0,NA,NA,0
560,NA,NA,NA,NA,0,rg_s_aca2_2,7,0,0,NA,NA,0
560,NA,NA,NA,NA,0,rg_s_aca2_3,5,0,0,0,0,0
560,NA,NA,NA,NA,0,rg_s_aca2_4,5,0,0,NA,NA,0
560,NA,NA,NA,NA,0,rg_s_gg_1,9,0,0,NA,NA,0
560,NA,NA,NA,NA,0,rg_s_gg_2,9,0,0,NA,NA,0
560,NA,NA,NA,NA,0,rg_s_gg_3,9,0,0,NA,NA,0
560,NA,NA,NA,NA,0,rg_s_gg_4,9,0,1,0,1,0
560,NA,NA,NA,NA,0,rg_s_gg2_1,8,0,0,NA,NA,0
560,NA,NA,NA,NA,0,rg_s_gg2_2,7,0,0,NA,NA,0
560,NA,NA,NA,NA,0,rg_s_gg2_3,5,0,0,NA,NA,0
560,NA,NA,NA,NA,0,rg_s_gg2_4,10,1,1,NA,NA,0
560,NA,NA,NA,NA,0,rg_s_dt_1,10,0,0,NA,NA,0
560,NA,NA,NA,NA,0,rg_s_dt_2,5,0,0,NA,NA,0
560,NA,NA,NA,NA,0,rg_s_dt_3,9,0,0,NA,NA,0
560,NA,NA,NA,NA,0,rg_s_dt_4,9,0,1,0,1,1
573,1,0,0,1,1,rg_s_aca_1,2,0,1,NA,NA,0
573,1,0,0,1,1,rg_s_aca_2,0,1,1,NA,NA,0
573,1,0,0,1,1,rg_s_aca_3,6,0,0,0,0,1
573,1,0,0,1,1,rg_s_aca_4,5,0,0,NA,NA,0
573,1,0,0,1,1,rg_s_aca2_1,0,1,1,NA,NA,0
573,1,0,0,1,1,rg_s_aca2_2,0,1,1,NA,NA,0
573,1,0,0,1,1,rg_s_aca2_3,0,0,0,0,0,1
573,1,0,0,1,1,rg_s_aca2_4,0,1,1,NA,NA,0
573,1,0,0,1,1,rg_s_gg_1,8,0,0,NA,NA,0
573,1,0,0,1,1,rg_s_gg_2,8,0,0,NA,NA,0
573,1,0,0,1,1,rg_s_gg_3,8,0,0,NA,NA,0
573,1,0,0,1,1,rg_s_gg_4,10,1,1,1,1,1
573,1,0,0,1,1,rg_s_gg2_1,0,1,1,NA,NA,0
573,1,0,0,1,1,rg_s_gg2_2,0,0,0,NA,NA,1
573,1,0,0,1,1,rg_s_gg2_3,0,1,1,NA,NA,0
573,1,0,0,1,1,rg_s_gg2_4,7,0,0,NA,NA,1
573,1,0,0,1,1,rg_s_dt_1,8,0,0,NA,NA,0
573,1,0,0,1,1,rg_s_dt_2,0,1,1,NA,NA,0
573,1,0,0,1,1,rg_s_dt_3,0,1,1,NA,NA,0
573,1,0,0,1,1,rg_s_dt_4,8,0,1,0,1,0
578,0,0,1,NA,NA,rg_s_aca_1,0,1,1,NA,NA,0
578,0,0,1,NA,NA,rg_s_aca_2,10,0,0,NA,NA,0
578,0,0,1,NA,NA,rg_s_aca_3,6,0,0,0,0,NA
578,0,0,1,NA,NA,rg_s_aca_4,5,0,0,NA,NA,0
578,0,0,1,NA,NA,rg_s_aca2_1,1,0,1,NA,NA,0
578,0,0,1,NA,NA,rg_s_aca2_2,10,0,0,NA,NA,0
578,0,0,1,NA,NA,rg_s_aca2_3,1,0,0,0,0,NA
578,0,0,1,NA,NA,rg_s_aca2_4,2,0,1,NA,NA,0
578,0,0,1,NA,NA,rg_s_gg_1,5,0,0,NA,NA,0
578,0,0,1,NA,NA,rg_s_gg_2,5,0,0,NA,NA,0
578,0,0,1,NA,NA,rg_s_gg_3,10,0,0,NA,NA,0
578,0,0,1,NA,NA,rg_s_gg_4,10,1,1,1,1,NA
578,0,0,1,NA,NA,rg_s_gg2_1,10,0,0,NA,NA,0
578,0,0,1,NA,NA,rg_s_gg2_2,10,1,1,NA,NA,NA
578,0,0,1,NA,NA,rg_s_gg2_3,10,0,0,NA,NA,0
578,0,0,1,NA,NA,rg_s_gg2_4,10,1,1,NA,NA,NA
578,0,0,1,NA,NA,rg_s_dt_1,10,0,0,NA,NA,0
