respondent,democrat,republican,independent,democrat_noleaners,democrat_leaners,republican_leaners,probe,questions,responses,congenial,response_probe
213,0,0,1,NA,0,0,open,gg_correct,1,0,NA
213,0,0,1,NA,0,0,open,dt_correct,1,1,1
219,1,0,0,1,1,0,closed,aca_correct,0,1,NA
219,1,0,0,1,1,0,closed,aca2_correct,0,1,0
219,1,0,0,1,1,0,closed,gg_correct,1,1,NA
219,1,0,0,1,1,0,closed,dt_correct,1,0,1
221,NA,NA,NA,NA,0,1,closed,aca_correct,0,0,NA
221,NA,NA,NA,NA,0,1,closed,aca2_correct,0,0,0
221,NA,NA,NA,NA,0,1,closed,gg_correct,1,0,NA
221,NA,NA,NA,NA,0,1,closed,dt_correct,1,1,1
223,1,0,0,NA,1,0,closed,aca_correct,1,1,NA
223,1,0,0,NA,1,0,closed,aca2_correct,0,1,0
223,1,0,0,NA,1,0,closed,gg_correct,1,1,NA
223,1,0,0,NA,1,0,closed,dt_correct,1,0,1
224,0,1,0,0,0,1,open,aca_correct,0,0,NA
224,0,1,0,0,0,1,open,aca2_correct,0,0,0
224,0,1,0,0,0,1,open,gg_correct,0,0,NA
224,0,1,0,0,0,1,open,dt_correct,0,1,0
225,0,0,1,NA,NA,NA,closed,aca_correct,0,NA,NA
225,0,0,1,NA,NA,NA,closed,aca2_correct,1,NA,1
225,0,0,1,NA,NA,NA,closed,gg_correct,0,NA,NA
225,0,0,1,NA,NA,NA,closed,dt_correct,1,NA,1
227,NA,NA,NA,NA,0,1,open,aca_correct,0,0,NA
227,NA,NA,NA,NA,0,1,open,aca2_correct,0,0,0
227,NA,NA,NA,NA,0,1,open,gg_correct,0,0,NA
227,NA,NA,NA,NA,0,1,open,dt_correct,1,1,1
230,1,0,0,NA,1,0,open,aca_correct,1,1,NA
230,1,0,0,NA,1,0,open,aca2_correct,0,1,0
230,1,0,0,NA,1,0,open,gg_correct,1,1,NA
230,1,0,0,NA,1,0,open,dt_correct,1,0,1
232,0,0,1,NA,NA,NA,closed,aca_correct,0,NA,NA
232,0,0,1,NA,NA,NA,closed,aca2_correct,0,NA,0
232,0,0,1,NA,NA,NA,closed,gg_correct,0,NA,NA
232,0,0,1,NA,NA,NA,closed,dt_correct,0,NA,0
234,1,0,0,1,1,0,open,aca_correct,1,1,NA
234,1,0,0,1,1,0,open,aca2_correct,0,1,0
234,1,0,0,1,1,0,open,gg_correct,0,1,NA
234,1,0,0,1,1,0,open,dt_correct,1,0,1
235,0,0,1,NA,NA,NA,open,aca_correct,0,NA,NA
235,0,0,1,NA,NA,NA,open,aca2_correct,0,NA,0
235,0,0,1,NA,NA,NA,open,gg_correct,1,NA,NA
235,0,0,1,NA,NA,NA,open,dt_correct,0,NA,0
236,1,0,0,NA,1,0,open,aca_correct,0,1,NA
236,1,0,0,NA,1,0,open,aca2_correct,0,1,0
236,1,0,0,NA,1,0,open,gg_correct,0,1,NA
236,1,0,0,NA,1,0,open,dt_correct,1,0,1
237,1,0,0,NA,1,0,closed,aca_correct,0,1,NA
237,1,0,0,NA,1,0,closed,aca2_correct,0,1,0
237,1,0,0,NA,1,0,closed,gg_correct,0,1,NA
237,1,0,0,NA,1,0,closed,dt_correct,1,0,1
240,0,1,0,0,0,1,closed,aca_correct,0,0,NA
240,0,1,0,0,0,1,closed,aca2_correct,0,0,0
240,0,1,0,0,0,1,closed,gg_correct,0,0,NA
240,0,1,0,0,0,1,closed,dt_correct,1,1,1
244,1,0,0,1,1,0,open,aca_correct,0,1,NA
244,1,0,0,1,1,0,open,aca2_correct,0,1,0
244,1,0,0,1,1,0,open,gg_correct,0,1,NA
244,1,0,0,1,1,0,open,dt_correct,1,0,1
246,1,0,0,1,1,0,closed,aca_correct,0,1,NA
246,1,0,0,1,1,0,closed,aca2_correct,0,1,0
246,1,0,0,1,1,0,closed,gg_correct,0,1,NA
246,1,0,0,1,1,0,closed,dt_correct,1,0,1
247,0,0,1,NA,NA,NA,closed,aca_correct,0,NA,NA
247,0,0,1,NA,NA,NA,closed,aca2_correct,0,NA,0
247,0,0,1,NA,NA,NA,closed,gg_correct,0,NA,NA
247,0,0,1,NA,NA,NA,closed,dt_correct,1,NA,1
248,0,0,1,NA,NA,NA,closed,aca_correct,1,NA,NA
248,0,0,1,NA,NA,NA,closed,aca2_correct,0,NA,0
248,0,0,1,NA,NA,NA,closed,gg_correct,0,NA,NA
248,0,0,1,NA,NA,NA,closed,dt_correct,1,NA,1
251,1,0,0,NA,1,0,closed,aca_correct,0,1,NA
251,1,0,0,NA,1,0,closed,aca2_correct,0,1,0
251,1,0,0,NA,1,0,closed,gg_correct,0,1,NA
251,1,0,0,NA,1,0,closed,dt_correct,1,0,1
252,1,0,0,1,1,0,closed,aca_correct,0,1,NA
252,1,0,0,1,1,0,closed,aca2_correct,0,1,0
252,1,0,0,1,1,0,closed,gg_correct,1,1,NA
252,1,0,0,1,1,0,closed,dt_correct,1,0,1
253,1,0,0,NA,1,0,closed,aca_correct,0,1,NA
253,1,0,0,NA,1,0,closed,aca2_correct,0,1,0
253,1,0,0,NA,1,0,closed,gg_correct,0,1,NA
253,1,0,0,NA,1,0,closed,dt_correct,1,0,1
254,1,0,0,1,1,0,closed,aca_correct,0,1,NA
254,1,0,0,1,1,0,closed,aca2_correct,0,1,0
254,1,0,0,1,1,0,closed,gg_correct,0,1,NA
254,1,0,0,1,1,0,closed,dt_correct,1,0,1
255,1,0,0,NA,1,0,open,aca_correct,0,1,NA
255,1,0,0,NA,1,0,open,aca2_correct,0,1,0
255,1,0,0,NA,1,0,open,gg_correct,0,1,NA
255,1,0,0,NA,1,0,open,dt_correct,1,0,1
257,0,0,1,NA,NA,NA,closed,aca_correct,0,NA,NA
257,0,0,1,NA,NA,NA,closed,aca2_correct,1,NA,1
257,0,0,1,NA,NA,NA,closed,gg_correct,0,NA,NA
257,0,0,1,NA,NA,NA,closed,dt_correct,0,NA,0
258,0,0,1,NA,NA,NA,open,aca_correct,1,NA,NA
258,0,0,1,NA,NA,NA,open,aca2_correct,1,NA,1
258,0,0,1,NA,NA,NA,open,gg_correct,0,NA,NA
258,0,0,1,NA,NA,NA,open,dt_correct,1,NA,1
261,1,0,0,1,1,0,closed,aca_correct,0,1,NA
261,1,0,0,1,1,0,closed,aca2_correct,1,1,1
261,1,0,0,1,1,0,closed,gg_correct,0,1,NA
261,1,0,0,1,1,0,closed,dt_correct,0,0,0
263,1,0,0,NA,1,0,open,aca_correct,0,1,NA
263,1,0,0,NA,1,0,open,aca2_correct,0,1,0
263,1,0,0,NA,1,0,open,gg_correct,0,1,NA
263,1,0,0,NA,1,0,open,dt_correct,1,0,1
265,1,0,0,NA,1,0,open,aca_correct,0,1,NA
265,1,0,0,NA,1,0,open,aca2_correct,0,1,0
265,1,0,0,NA,1,0,open,gg_correct,0,1,NA
265,1,0,0,NA,1,0,open,dt_correct,1,0,1
266,1,0,0,NA,1,0,closed,aca_correct,1,1,NA
266,1,0,0,NA,1,0,closed,aca2_correct,1,1,1
266,1,0,0,NA,1,0,closed,gg_correct,0,1,NA
266,1,0,0,NA,1,0,closed,dt_correct,0,0,0
267,0,1,0,0,0,1,closed,aca_correct,0,0,NA
267,0,1,0,0,0,1,closed,aca2_correct,0,0,0
267,0,1,0,0,0,1,closed,gg_correct,0,0,NA
267,0,1,0,0,0,1,closed,dt_correct,1,1,1
271,NA,NA,NA,NA,0,1,closed,aca_correct,0,0,NA
271,NA,NA,NA,NA,0,1,closed,aca2_correct,0,0,0
271,NA,NA,NA,NA,0,1,closed,gg_correct,0,0,NA
271,NA,NA,NA,NA,0,1,closed,dt_correct,1,1,1
273,1,0,0,1,1,0,open,aca_correct,1,1,NA
273,1,0,0,1,1,0,open,aca2_correct,1,1,1
273,1,0,0,1,1,0,open,gg_correct,0,1,NA
273,1,0,0,1,1,0,open,dt_correct,1,0,1
276,1,0,0,1,1,0,closed,aca_correct,0,1,NA
276,1,0,0,1,1,0,closed,aca2_correct,1,1,1
276,1,0,0,1,1,0,closed,gg_correct,0,1,NA
276,1,0,0,1,1,0,closed,dt_correct,1,0,1
278,0,0,1,NA,NA,NA,closed,aca_correct,0,NA,NA
278,0,0,1,NA,NA,NA,closed,aca2_correct,0,NA,0
278,0,0,1,NA,NA,NA,closed,gg_correct,0,NA,NA
278,0,0,1,NA,NA,NA,closed,dt_correct,0,NA,0
281,1,0,0,1,1,0,closed,aca_correct,0,1,NA
281,1,0,0,1,1,0,closed,aca2_correct,0,1,0
281,1,0,0,1,1,0,closed,gg_correct,0,1,NA
281,1,0,0,1,1,0,closed,dt_correct,1,0,1
284,1,0,0,1,1,0,closed,aca_correct,1,1,NA
284,1,0,0,1,1,0,closed,aca2_correct,0,1,0
284,1,0,0,1,1,0,closed,gg_correct,0,1,NA
284,1,0,0,1,1,0,closed,dt_correct,1,0,1
285,1,0,0,1,1,0,closed,aca_correct,0,1,NA
285,1,0,0,1,1,0,closed,aca2_correct,0,1,0
285,1,0,0,1,1,0,closed,gg_correct,0,1,NA
285,1,0,0,1,1,0,closed,dt_correct,0,0,0
287,1,0,0,1,1,0,closed,aca_correct,0,1,NA
287,1,0,0,1,1,0,closed,aca2_correct,1,1,1
287,1,0,0,1,1,0,closed,gg_correct,0,1,NA
287,1,0,0,1,1,0,closed,dt_correct,1,0,1
288,1,0,0,1,1,0,closed,aca_correct,0,1,NA
288,1,0,0,1,1,0,closed,aca2_correct,0,1,0
288,1,0,0,1,1,0,closed,gg_correct,0,1,NA
288,1,0,0,1,1,0,closed,dt_correct,1,0,1
290,0,0,1,NA,NA,NA,closed,aca_correct,0,NA,NA
290,0,0,1,NA,NA,NA,closed,aca2_correct,0,NA,0
290,0,0,1,NA,NA,NA,closed,gg_correct,0,NA,NA
290,0,0,1,NA,NA,NA,closed,dt_correct,0,NA,0
291,0,0,1,NA,NA,NA,closed,aca_correct,0,NA,NA
291,0,0,1,NA,NA,NA,closed,aca2_correct,0,NA,0
291,0,0,1,NA,NA,NA,closed,gg_correct,0,NA,NA
291,0,0,1,NA,NA,NA,closed,dt_correct,0,NA,0
292,0,0,1,NA,NA,NA,closed,aca_correct,1,NA,NA
292,0,0,1,NA,NA,NA,closed,aca2_correct,1,NA,1
292,0,0,1,NA,NA,NA,closed,gg_correct,1,NA,NA
292,0,0,1,NA,NA,NA,closed,dt_correct,1,NA,1
299,1,0,0,1,1,0,closed,aca_correct,1,1,NA
299,1,0,0,1,1,0,closed,aca2_correct,0,1,0
299,1,0,0,1,1,0,closed,gg_correct,0,1,NA
299,1,0,0,1,1,0,closed,dt_correct,1,0,1
301,0,1,0,0,0,1,open,aca_correct,0,0,NA
301,0,1,0,0,0,1,open,aca2_correct,0,0,0
301,0,1,0,0,0,1,open,gg_correct,0,0,NA
301,0,1,0,0,0,1,open,dt_correct,1,1,1
304,1,0,0,1,1,0,closed,aca_correct,0,1,NA
304,1,0,0,1,1,0,closed,aca2_correct,1,1,1
304,1,0,0,1,1,0,closed,gg_correct,1,1,NA
304,1,0,0,1,1,0,closed,dt_correct,1,0,1
307,1,0,0,1,1,0,closed,aca_correct,0,1,NA
307,1,0,0,1,1,0,closed,aca2_correct,0,1,0
307,1,0,0,1,1,0,closed,gg_correct,0,1,NA
307,1,0,0,1,1,0,closed,dt_correct,1,0,1
308,1,0,0,1,1,0,open,aca_correct,0,1,NA
308,1,0,0,1,1,0,open,aca2_correct,1,1,1
308,1,0,0,1,1,0,open,gg_correct,0,1,NA
308,1,0,0,1,1,0,open,dt_correct,1,0,1
309,0,1,0,0,0,1,closed,aca_correct,1,0,NA
309,0,1,0,0,0,1,closed,aca2_correct,0,0,0
309,0,1,0,0,0,1,closed,gg_correct,0,0,NA
309,0,1,0,0,0,1,closed,dt_correct,1,1,1
310,0,0,1,NA,0,0,closed,aca_correct,0,0,NA
310,0,0,1,NA,0,0,closed,aca2_correct,0,0,0
310,0,0,1,NA,0,0,closed,gg_correct,1,0,NA
310,0,0,1,NA,0,0,closed,dt_correct,1,1,1
313,0,1,0,0,0,1,open,aca_correct,0,0,NA
313,0,1,0,0,0,1,open,aca2_correct,0,0,0
313,0,1,0,0,0,1,open,gg_correct,0,0,NA
313,0,1,0,0,0,1,open,dt_correct,1,1,1
314,1,0,0,1,1,0,open,aca_correct,0,1,NA
314,1,0,0,1,1,0,open,aca2_correct,0,1,0
314,1,0,0,1,1,0,open,gg_correct,0,1,NA
314,1,0,0,1,1,0,open,dt_correct,1,0,1
316,0,1,0,0,0,1,closed,aca_correct,0,0,NA
316,0,1,0,0,0,1,closed,aca2_correct,1,0,1
316,0,1,0,0,0,1,closed,gg_correct,0,0,NA
316,0,1,0,0,0,1,closed,dt_correct,1,1,1
319,1,0,0,1,1,0,open,aca_correct,0,1,NA
319,1,0,0,1,1,0,open,aca2_correct,0,1,0
319,1,0,0,1,1,0,open,gg_correct,0,1,NA
319,1,0,0,1,1,0,open,dt_correct,0,0,0
324,1,0,0,1,1,0,closed,aca_correct,0,1,NA
324,1,0,0,1,1,0,closed,aca2_correct,0,1,0
324,1,0,0,1,1,0,closed,gg_correct,0,1,NA
324,1,0,0,1,1,0,closed,dt_correct,1,0,1
326,1,0,0,1,1,0,closed,aca_correct,0,1,NA
326,1,0,0,1,1,0,closed,aca2_correct,0,1,0
326,1,0,0,1,1,0,closed,gg_correct,0,1,NA
326,1,0,0,1,1,0,closed,dt_correct,1,0,1
327,0,0,1,NA,NA,NA,closed,aca_correct,0,NA,NA
327,0,0,1,NA,NA,NA,closed,aca2_correct,0,NA,0
327,0,0,1,NA,NA,NA,closed,gg_correct,1,NA,NA
327,0,0,1,NA,NA,NA,closed,dt_correct,1,NA,1
328,0,1,0,0,0,1,closed,aca_correct,0,0,NA
328,0,1,0,0,0,1,closed,aca2_correct,0,0,0
328,0,1,0,0,0,1,closed,gg_correct,0,0,NA
328,0,1,0,0,0,1,closed,dt_correct,1,1,1
329,1,0,0,1,1,0,closed,aca_correct,0,1,NA
329,1,0,0,1,1,0,closed,aca2_correct,0,1,0
329,1,0,0,1,1,0,closed,gg_correct,0,1,NA
329,1,0,0,1,1,0,closed,dt_correct,1,0,1
330,1,0,0,1,1,0,closed,aca_correct,0,1,NA
330,1,0,0,1,1,0,closed,aca2_correct,1,1,1
330,1,0,0,1,1,0,closed,gg_correct,1,1,NA
330,1,0,0,1,1,0,closed,dt_correct,0,0,0
331,0,1,0,0,0,1,open,aca_correct,0,0,NA
331,0,1,0,0,0,1,open,aca2_correct,1,0,1
331,0,1,0,0,0,1,open,gg_correct,0,0,NA
331,0,1,0,0,0,1,open,dt_correct,1,1,1
335,1,0,0,1,1,0,open,aca_correct,0,1,NA
335,1,0,0,1,1,0,open,aca2_correct,0,1,0
335,1,0,0,1,1,0,open,gg_correct,0,1,NA
335,1,0,0,1,1,0,open,dt_correct,1,0,1
336,1,0,0,NA,1,0,closed,aca_correct,0,1,NA
336,1,0,0,NA,1,0,closed,aca2_correct,0,1,0
336,1,0,0,NA,1,0,closed,gg_correct,0,1,NA
336,1,0,0,NA,1,0,closed,dt_correct,1,0,1
337,0,1,0,0,0,1,closed,aca_correct,0,0,NA
337,0,1,0,0,0,1,closed,aca2_correct,0,0,0
337,0,1,0,0,0,1,closed,gg_correct,1,0,NA
337,0,1,0,0,0,1,closed,dt_correct,1,1,1
340,1,0,0,1,1,0,closed,aca_correct,0,1,NA
340,1,0,0,1,1,0,closed,aca2_correct,1,1,1
340,1,0,0,1,1,0,closed,gg_correct,0,1,NA
340,1,0,0,1,1,0,closed,dt_correct,1,0,1
342,1,0,0,NA,1,0,closed,aca_correct,0,1,NA
342,1,0,0,NA,1,0,closed,aca2_correct,0,1,0
342,1,0,0,NA,1,0,closed,gg_correct,0,1,NA
342,1,0,0,NA,1,0,closed,dt_correct,1,0,1
345,0,1,0,0,0,1,closed,aca_correct,0,0,NA
345,0,1,0,0,0,1,closed,aca2_correct,0,0,0
345,0,1,0,0,0,1,closed,gg_correct,0,0,NA
345,0,1,0,0,0,1,closed,dt_correct,1,1,1
346,1,0,0,NA,1,0,closed,aca_correct,0,1,NA
346,1,0,0,NA,1,0,closed,aca2_correct,0,1,0
346,1,0,0,NA,1,0,closed,gg_correct,1,1,NA
346,1,0,0,NA,1,0,closed,dt_correct,1,0,1
347,1,0,0,1,1,0,closed,aca_correct,0,1,NA
347,1,0,0,1,1,0,closed,aca2_correct,0,1,0
347,1,0,0,1,1,0,closed,gg_correct,0,1,NA
347,1,0,0,1,1,0,closed,dt_correct,0,0,0
349,1,0,0,1,1,0,closed,aca_correct,0,1,NA
349,1,0,0,1,1,0,closed,aca2_correct,1,1,1
349,1,0,0,1,1,0,closed,gg_correct,0,1,NA
349,1,0,0,1,1,0,closed,dt_correct,1,0,1
350,0,0,1,NA,0,0,closed,aca_correct,0,0,NA
350,0,0,1,NA,0,0,closed,aca2_correct,0,0,0
350,0,0,1,NA,0,0,closed,gg_correct,0,0,NA
350,0,0,1,NA,0,0,closed,dt_correct,1,1,1
352,0,1,0,0,0,1,closed,aca_correct,0,0,NA
352,0,1,0,0,0,1,closed,aca2_correct,0,0,0
352,0,1,0,0,0,1,closed,gg_correct,0,0,NA
352,0,1,0,0,0,1,closed,dt_correct,1,1,1
353,0,1,0,0,0,1,closed,aca_correct,0,0,NA
353,0,1,0,0,0,1,closed,aca2_correct,0,0,0
353,0,1,0,0,0,1,closed,gg_correct,0,0,NA
353,0,1,0,0,0,1,closed,dt_correct,1,1,1
355,1,0,0,1,1,0,open,aca_correct,0,1,NA
355,1,0,0,1,1,0,open,aca2_correct,0,1,0
355,1,0,0,1,1,0,open,gg_correct,0,1,NA
355,1,0,0,1,1,0,open,dt_correct,1,0,1
356,0,0,1,NA,0,0,open,aca_correct,0,0,NA
356,0,0,1,NA,0,0,open,aca2_correct,1,0,1
356,0,0,1,NA,0,0,open,gg_correct,0,0,NA
356,0,0,1,NA,0,0,open,dt_correct,1,1,1
358,1,0,0,1,1,0,closed,aca_correct,0,1,NA
358,1,0,0,1,1,0,closed,aca2_correct,0,1,0
358,1,0,0,1,1,0,closed,gg_correct,0,1,NA
358,1,0,0,1,1,0,closed,dt_correct,1,0,1
359,0,1,0,0,0,1,closed,aca_correct,0,0,NA
359,0,1,0,0,0,1,closed,aca2_correct,0,0,0
359,0,1,0,0,0,1,closed,gg_correct,0,0,NA
359,0,1,0,0,0,1,closed,dt_correct,1,1,1
360,1,0,0,1,1,0,open,aca_correct,1,1,NA
360,1,0,0,1,1,0,open,aca2_correct,1,1,1
360,1,0,0,1,1,0,open,gg_correct,1,1,NA
360,1,0,0,1,1,0,open,dt_correct,1,0,1
361,1,0,0,1,1,0,open,aca_correct,1,1,NA
361,1,0,0,1,1,0,open,aca2_correct,0,1,0
361,1,0,0,1,1,0,open,gg_correct,0,1,NA
361,1,0,0,1,1,0,open,dt_correct,0,0,0
365,1,0,0,1,1,0,open,aca_correct,0,1,NA
365,1,0,0,1,1,0,open,aca2_correct,0,1,0
365,1,0,0,1,1,0,open,gg_correct,0,1,NA
365,1,0,0,1,1,0,open,dt_correct,1,0,1
370,1,0,0,1,1,0,closed,aca_correct,0,1,NA
370,1,0,0,1,1,0,closed,aca2_correct,0,1,0
370,1,0,0,1,1,0,closed,gg_correct,0,1,NA
370,1,0,0,1,1,0,closed,dt_correct,1,0,1
371,NA,NA,NA,NA,0,1,closed,aca_correct,0,0,NA
371,NA,NA,NA,NA,0,1,closed,aca2_correct,0,0,0
371,NA,NA,NA,NA,0,1,closed,gg_correct,0,0,NA
371,NA,NA,NA,NA,0,1,closed,dt_correct,1,1,1
372,1,0,0,NA,1,0,closed,aca_correct,0,1,NA
372,1,0,0,NA,1,0,closed,aca2_correct,0,1,0
372,1,0,0,NA,1,0,closed,gg_correct,0,1,NA
372,1,0,0,NA,1,0,closed,dt_correct,1,0,1
374,0,0,1,NA,NA,NA,open,aca_correct,0,NA,NA
374,0,0,1,NA,NA,NA,open,aca2_correct,0,NA,0
374,0,0,1,NA,NA,NA,open,gg_correct,0,NA,NA
374,0,0,1,NA,NA,NA,open,dt_correct,1,NA,1
375,1,0,0,NA,1,0,open,aca_correct,0,1,NA
375,1,0,0,NA,1,0,open,aca2_correct,0,1,0
375,1,0,0,NA,1,0,open,gg_correct,0,1,NA
375,1,0,0,NA,1,0,open,dt_correct,1,0,1
379,1,0,0,NA,1,0,closed,aca_correct,1,1,NA
379,1,0,0,NA,1,0,closed,aca2_correct,1,1,1
379,1,0,0,NA,1,0,closed,gg_correct,1,1,NA
379,1,0,0,NA,1,0,closed,dt_correct,1,0,1
381,1,0,0,1,1,0,closed,aca_correct,0,1,NA
381,1,0,0,1,1,0,closed,aca2_correct,0,1,0
381,1,0,0,1,1,0,closed,gg_correct,1,1,NA
381,1,0,0,1,1,0,closed,dt_correct,1,0,1
385,1,0,0,1,1,0,open,aca_correct,0,1,NA
385,1,0,0,1,1,0,open,aca2_correct,0,1,0
385,1,0,0,1,1,0,open,gg_correct,0,1,NA
385,1,0,0,1,1,0,open,dt_correct,1,0,1
386,1,0,0,1,1,0,closed,aca_correct,1,1,NA
386,1,0,0,1,1,0,closed,aca2_correct,0,1,0
386,1,0,0,1,1,0,closed,gg_correct,0,1,NA
386,1,0,0,1,1,0,closed,dt_correct,0,0,0
387,0,0,1,NA,NA,NA,closed,aca_correct,0,NA,NA
387,0,0,1,NA,NA,NA,closed,aca2_correct,1,NA,1
387,0,0,1,NA,NA,NA,closed,gg_correct,1,NA,NA
387,0,0,1,NA,NA,NA,closed,dt_correct,1,NA,1
394,0,0,1,NA,NA,NA,closed,aca_correct,0,NA,NA
394,0,0,1,NA,NA,NA,closed,aca2_correct,0,NA,0
394,0,0,1,NA,NA,NA,closed,gg_correct,0,NA,NA
394,0,0,1,NA,NA,NA,closed,dt_correct,0,NA,0
395,0,1,0,0,0,1,closed,aca_correct,0,0,NA
395,0,1,0,0,0,1,closed,aca2_correct,0,0,0
395,0,1,0,0,0,1,closed,gg_correct,0,0,NA
395,0,1,0,0,0,1,closed,dt_correct,1,1,1
398,1,0,0,1,1,0,open,aca_correct,0,1,NA
398,1,0,0,1,1,0,open,aca2_correct,0,1,0
398,1,0,0,1,1,0,open,gg_correct,1,1,NA
398,1,0,0,1,1,0,open,dt_correct,1,0,1
399,1,0,0,NA,1,0,closed,aca_correct,0,1,NA
399,1,0,0,NA,1,0,closed,aca2_correct,0,1,0
399,1,0,0,NA,1,0,closed,gg_correct,0,1,NA
399,1,0,0,NA,1,0,closed,dt_correct,0,0,0
400,1,0,0,1,1,0,closed,aca_correct,0,1,NA
400,1,0,0,1,1,0,closed,aca2_correct,0,1,0
400,1,0,0,1,1,0,closed,gg_correct,0,1,NA
400,1,0,0,1,1,0,closed,dt_correct,1,0,1
401,1,0,0,NA,1,0,closed,aca_correct,0,1,NA
401,1,0,0,NA,1,0,closed,aca2_correct,1,1,1
401,1,0,0,NA,1,0,closed,gg_correct,0,1,NA
401,1,0,0,NA,1,0,closed,dt_correct,1,0,1
402,1,0,0,1,1,0,closed,aca_correct,0,1,NA
402,1,0,0,1,1,0,closed,aca2_correct,0,1,0
402,1,0,0,1,1,0,closed,gg_correct,0,1,NA
402,1,0,0,1,1,0,closed,dt_correct,1,0,1
405,1,0,0,NA,1,0,closed,aca_correct,0,1,NA
405,1,0,0,NA,1,0,closed,aca2_correct,0,1,0
405,1,0,0,NA,1,0,closed,gg_correct,0,1,NA
405,1,0,0,NA,1,0,closed,dt_correct,1,0,1
408,1,0,0,NA,1,0,closed,aca_correct,0,1,NA
408,1,0,0,NA,1,0,closed,aca2_correct,1,1,1
408,1,0,0,NA,1,0,closed,gg_correct,1,1,NA
408,1,0,0,NA,1,0,closed,dt_correct,1,0,1
409,1,0,0,1,1,0,open,aca_correct,0,1,NA
409,1,0,0,1,1,0,open,aca2_correct,0,1,0
409,1,0,0,1,1,0,open,gg_correct,0,1,NA
409,1,0,0,1,1,0,open,dt_correct,1,0,1
411,0,0,1,NA,NA,NA,closed,aca_correct,0,NA,NA
411,0,0,1,NA,NA,NA,closed,aca2_correct,0,NA,0
411,0,0,1,NA,NA,NA,closed,gg_correct,0,NA,NA
411,0,0,1,NA,NA,NA,closed,dt_correct,1,NA,1
412,1,0,0,NA,1,0,closed,aca_correct,0,1,NA
412,1,0,0,NA,1,0,closed,aca2_correct,0,1,0
412,1,0,0,NA,1,0,closed,gg_correct,0,1,NA
412,1,0,0,NA,1,0,closed,dt_correct,1,0,1
414,0,1,0,0,0,1,closed,aca_correct,0,0,NA
414,0,1,0,0,0,1,closed,aca2_correct,0,0,0
414,0,1,0,0,0,1,closed,gg_correct,1,0,NA
414,0,1,0,0,0,1,closed,dt_correct,1,1,1
416,1,0,0,NA,1,0,closed,aca_correct,0,1,NA
416,1,0,0,NA,1,0,closed,aca2_correct,1,1,1
416,1,0,0,NA,1,0,closed,gg_correct,0,1,NA
416,1,0,0,NA,1,0,closed,dt_correct,1,0,1
418,1,0,0,1,1,0,closed,aca_correct,0,1,NA
418,1,0,0,1,1,0,closed,aca2_correct,0,1,0
418,1,0,0,1,1,0,closed,gg_correct,0,1,NA
418,1,0,0,1,1,0,closed,dt_correct,1,0,1
420,NA,NA,NA,NA,0,1,closed,aca_correct,0,0,NA
420,NA,NA,NA,NA,0,1,closed,aca2_correct,0,0,0
420,NA,NA,NA,NA,0,1,closed,gg_correct,1,0,NA
420,NA,NA,NA,NA,0,1,closed,dt_correct,1,1,1
421,1,0,0,1,1,0,open,aca_correct,0,1,NA
421,1,0,0,1,1,0,open,aca2_correct,0,1,0
421,1,0,0,1,1,0,open,gg_correct,0,1,NA
421,1,0,0,1,1,0,open,dt_correct,1,0,1
423,1,0,0,1,1,0,closed,aca_correct,0,1,NA
423,1,0,0,1,1,0,closed,aca2_correct,0,1,0
423,1,0,0,1,1,0,closed,gg_correct,0,1,NA
423,1,0,0,1,1,0,closed,dt_correct,1,0,1
426,0,1,0,0,0,1,closed,aca_correct,1,0,NA
426,0,1,0,0,0,1,closed,aca2_correct,1,0,1
426,0,1,0,0,0,1,closed,gg_correct,1,0,NA
426,0,1,0,0,0,1,closed,dt_correct,1,1,1
427,1,0,0,NA,1,0,open,aca_correct,0,1,NA
427,1,0,0,NA,1,0,open,aca2_correct,0,1,0
427,1,0,0,NA,1,0,open,gg_correct,0,1,NA
427,1,0,0,NA,1,0,open,dt_correct,1,0,1
428,0,1,0,0,0,1,closed,aca_correct,0,0,NA
428,0,1,0,0,0,1,closed,aca2_correct,0,0,0
428,0,1,0,0,0,1,closed,gg_correct,0,0,NA
428,0,1,0,0,0,1,closed,dt_correct,1,1,1
432,0,0,1,NA,0,0,open,aca_correct,0,0,NA
432,0,0,1,NA,0,0,open,aca2_correct,0,0,0
432,0,0,1,NA,0,0,open,gg_correct,0,0,NA
432,0,0,1,NA,0,0,open,dt_correct,1,1,1
434,1,0,0,1,1,0,closed,aca_correct,0,1,NA
434,1,0,0,1,1,0,closed,aca2_correct,0,1,0
434,1,0,0,1,1,0,closed,gg_correct,0,1,NA
434,1,0,0,1,1,0,closed,dt_correct,1,0,1
436,1,0,0,1,1,0,closed,aca_correct,0,1,NA
436,1,0,0,1,1,0,closed,aca2_correct,1,1,1
436,1,0,0,1,1,0,closed,gg_correct,1,1,NA
436,1,0,0,1,1,0,closed,dt_correct,0,0,0
438,NA,NA,NA,NA,0,1,open,aca_correct,0,0,NA
438,NA,NA,NA,NA,0,1,open,aca2_correct,1,0,1
438,NA,NA,NA,NA,0,1,open,gg_correct,1,0,NA
438,NA,NA,NA,NA,0,1,open,dt_correct,1,1,1
441,1,0,0,1,1,0,closed,aca_correct,1,1,NA
441,1,0,0,1,1,0,closed,aca2_correct,0,1,0
441,1,0,0,1,1,0,closed,gg_correct,0,1,NA
